prcp,pet,rainfall,infiltration,soilwater,saturation,evap,percolation,outflow,slowflow,fastflow,slowflow_lag,fastflow_lag,routingstore,recharge,routedflow,flow
5.0,0.2,4.8,4.8,233.77670432360844,2.2399690354601622,0.1854525071391857,0.6486630054168088,3.2086939699566464,2.887824572960982,0.32086939699566464,0.7857550628954257,0.10200999465502608,38.90763719156017,0.31560943957635634,0.894400246722466,1.3120196809538485
13.1,0.3,12.799999999999999,12.799999999999999,238.82311331870994,5.6753391143325995,0.2806552218998925,0.7217632218125879,7.846424107479987,7.061781696731988,0.7846424107479988,1.5851739026535476,0.12463708185224416,39.282801407914896,0.3263897885095585,0.9363039667700167,1.3873308371318194
14.6,0.6,14.0,14.0,243.74744180939885,5.882735724444621,0.5658560544029688,0.7993064223002866,8.916570697855665,8.024913628070099,0.8916570697855666,4.720185333450305,0.39223799024261097,42.74029298608563,0.4384895170423651,1.395119230018589,2.225846737303565
4.0,0.4,3.6,3.6,244.08360148949663,1.5069421907994824,0.37743733765865134,0.804833387879516,2.8978911970800336,2.6081020773720303,0.28978911970800336,7.484595133915507,0.7534336005927862,48.39127937294018,0.6771936038107907,2.4713268892903817,3.9019540936939587
0.8,0.4,0.4,0.4,243.0687687851584,0.16936785888564693,0.3768309654056766,0.7882405566397206,1.0188726977540736,0.9169854279786663,0.10188726977540737,5.646941684865969,0.7469259647565678,50.88970056470498,0.8076675177898709,3.0953042958577677,4.649897778404206
0.1,0.4,-0.0,-0.0,241.903697263113,0.0,0.376124909962088,0.7695299046019473,0.7695299046019473,0.6925769141417526,0.07695299046019473,1.8657044681318584,0.3195304849598988,48.8524332191892,0.7000510025876047,2.579258635340592,3.5988401228880953
3.3,0.5,2.8,2.8,241.86502559056368,1.201525568852599,0.4701266156012007,0.7689150009117207,2.3673894320591216,2.1306504888532096,0.23673894320591216,0.8184704353993978,0.11857578678770898,46.391594016660406,0.584205331262829,2.0397765165618407,2.742557634612379
7.7,0.4,7.3,7.3,243.85255810167956,3.0637750958459273,0.37729999391746094,0.8010314173534842,5.037256321507557,4.533530689356801,0.5037256321507557,1.3238890026131365,0.11496668995814407,45.091501171448876,0.5288827613375601,1.7898145335017381,2.4336639847974424
10.3,0.3,10.0,10.0,246.96550387497828,4.047846704793149,0.2843365986227453,0.8534821587147753,6.805635453921626,6.125071908529463,0.6805635453921627,3.185511202798831,0.2764967969996749,45.95831507940841,0.5653303829516129,1.9538627859345497,2.7956899658858374
3.7,0.3,3.4000000000000004,3.4000000000000004,247.20395299727042,1.3723581019596516,0.2844385567092956,0.8576103757398741,2.885252273780223,2.5967270464022008,0.2885252273780223,5.232214837812688,0.5110523999798443,48.67133674833493,0.6910101754695784,2.5364896762954485,3.7385522517448715
15.3,0.5,14.8,14.8,251.84607245123158,5.639195870718641,0.47726190561312526,0.9412150928511742,10.102019222132533,9.09181729991928,1.0102019222132534,4.576133938367698,0.5736547696762649,50.0199708349376,0.7603788045486873,2.8670728622493837,4.201106436474336
3.2,0.5,2.7,2.7,251.45636767242542,1.0339403094278472,0.477001550324741,0.9339554477790576,2.6000151383512105,2.3400136245160894,0.26000151383512105,5.448061682448712,0.49317059931082863,51.840580850588246,0.8617325331301339,3.358630669051244,4.713533801492206
2.7,0.3,2.4000000000000004,2.4000000000000004,251.15526934727626,0.9226025418690894,0.28607962596632414,0.928377148607133,2.405774606738044,2.1651971460642394,0.2405774606738044,6.127785866323956,0.7604173161203458,53.748003514730826,0.977903863605145,3.9312761880684497,5.669597367793941
2.2,0.3,1.9000000000000001,1.9000000000000001,250.6712062516825,0.7348978063397512,0.28588349755288617,0.9194650485137033,2.0845672421739523,1.8761105179565571,0.20845672421739525,2.2632694592303917,0.34421829395468634,51.102092922287625,0.8195272306067392,3.1528628282591846,4.3166083528206105
8.0,0.4,7.6,7.6,252.3101544317906,2.8784502696130514,0.38205601416109447,0.949919094738134,5.671468825125082,5.104321942612574,0.5671468825125082,2.038288560753206,0.2358179007831099,49.16799142417491,0.7160059279617981,2.654977035970134,3.606800864715042
14.3,0.4,13.9,13.9,256.24271336863103,4.993247868885991,0.3840772366654572,1.0262911713052472,9.933043302419257,8.939738972177333,0.9933043302419258,3.293290370479533,0.2909773310638959,49.09029883072251,0.7120538651909227,2.636193350670738,3.6392245469255564
6.3,0.3,6.0,6.0,257.0837230621516,2.1300805193016075,0.2883703651525189,1.0432439483233509,4.913163429021743,4.421847086119569,0.49131634290217435,6.788064122201035,0.6183833804721022,52.530115737061884,0.9025208311793261,3.558739966659023,5.079644178310451
0.0,0.2,-0.0,-0.0,255.84823220372655,0.0,0.19193996644363615,1.0184156707252354,1.0184156707252354,0.9165741036527119,0.10184156707252355,6.956391379793315,0.832856372864777,55.02524631901685,1.0616832522649844,4.348531897584534,6.243071522714295
5.9,0.1,5.800000000000001,5.800000000000001,256.82879417255504,2.0664932895927524,0.0960920319056905,1.0380816981964933,4.7715884086037414,4.294429567743367,0.4771588408603742,2.883037635659094,0.46503253556721386,52.498068804826424,0.9005952041568154,3.549267537850063,4.914895277574092
9.2,0.1,9.1,9.1,258.93687715543456,3.1456998728691716,0.09634806684010955,1.0813903770891464,7.035690504219975,6.332121453797978,0.7035690504219976,2.399447459431758,0.23015896231971494,50.4476535222513,0.7833780167287555,2.977810766508967,3.9913477455574373
6.1,0.0,6.1,6.1,259.9641427370819,2.076923873373806,0.0,1.103011947338788,5.126088073964982,4.613479266568484,0.5126088073964982,5.188973173069294,0.48258993371120673,51.87543791208287,0.8637622078166,3.368560718163336,4.714912859691143
0.1,0.1,0.0,0.0,258.76466110066093,0.0,0.09632747587566814,1.0777990534347912,1.0777990534347912,0.9700191480913121,0.10777990534347913,5.577640175764217,0.6349500880657808,53.22075516186715,0.9447384624840333,3.766984833330522,5.346673383880336
0.0,0.1,-0.0,-0.0,257.5905345713505,0.0,0.0961855490991198,1.0535677603965476,1.0535677603965476,0.9482109843568929,0.10535677603965476,3.01400587584191,0.44627146058127387,51.523037741894505,0.8433990259035049,3.269075182491831,4.558745668976609
2.8,0.0,2.8,2.8,257.5238768663092,0.9878482946248334,0.0,1.0522052865778326,2.864356991952999,2.5779212927576993,0.28643569919529993,0.9604453977387514,0.154994473090349,48.371008931237924,0.6762012887382082,2.4666563127819066,3.297852074610464
10.6,0.2,10.4,10.4,259.9484675665481,3.5418121015047057,0.19293569741632516,1.1026794434933385,7.960867341988633,7.16478060778977,0.7960867341988633,1.6636513043045644,0.1453892498703242,46.891802634022376,0.6065508731163974,2.1422719725137576,2.894212095500479
8.8,0.9,7.9,7.9,260.66799244640123,2.661535285562758,0.86896648534312,1.1180249789253667,6.356489693362609,5.720840724026348,0.6356489693362609,4.591545480434144,0.3769468489904837,48.73452526882637,0.6941551857858146,2.551356146563441,3.6224581813397396
7.2,0.9,6.3,6.3,260.8034911465689,2.1181459849549866,0.8691078065534208,1.1209338229663899,5.302787838011403,4.772509054210262,0.5302787838011404,6.530893218663163,0.7007613642615574,52.019907155140274,0.8722108552044914,3.4099273191857185,4.982899538651767
4.9,0.5,4.4,4.4,260.6790597062795,1.4821263287850088,0.48276557792727093,1.1182623407051768,4.036136011920169,3.632522410728152,0.4036136011920169,5.30452457889777,0.6314426900157767,53.04229355964783,0.9336971100923489,3.712420387791455,5.277560187899581
1.8,0.9,0.9,0.9,258.99498152892033,0.3108488570092399,0.8671950091196289,1.0826042195618282,1.6717553625525883,1.5045798262973296,0.16717553625525883,4.272056670283678,0.5149034732613533,52.668232732047706,0.9108536306618805,3.5997573841274564,5.025514488050691
0.0,0.8,-0.0,-0.0,257.1415373012522,0.0,0.7690445098179236,1.0444175249314436,1.0444175249314436,0.9399757724382992,0.10444175249314436,2.698358887562265,0.36665480781860366,50.85598060482064,0.8057959822601252,3.086232359900567,4.258683149979296
1.2,0.8,0.3999999999999999,0.3999999999999999,255.46996458323116,0.14523415504383486,0.7673791948871757,1.0109093411306735,1.2656751860868387,1.1391076674781548,0.12656751860868387,1.2567195146490382,0.18129156284313314,48.22067177730898,0.668874100866801,2.432209178343443,3.282374842053377
0.0,0.9,-0.0,-0.0,253.5957536478524,0.0,0.8611426324007653,0.974367650262711,0.974367650262711,0.8769308852364399,0.0974367650262711,1.027394368224749,0.11669730649041858,46.146982866323484,0.573494918072534,1.9909486968129777,2.6811409213759303
0.3,1.2,-0.0,-0.0,251.47319582105533,0.0,1.1448307765175996,0.9342680038894858,0.9342680038894858,0.8408412035005373,0.09342680038894859,1.024012463132345,0.11756377733906662,44.606551714570315,0.509240884271497,1.7024955521512322,2.3293002137617957
0.0,1.4,-0.0,-0.0,249.20329191122863,0.0,1.3313083102865677,0.8928568715484048,0.8928568715484048,0.8035711843935643,0.08928568715484048,0.8610875704369647,0.09999232829789916,43.255902848584554,0.45728485380833445,1.4756039105942462,2.03288109270048
5.1,1.2,3.8999999999999995,3.8999999999999995,248.70571530268163,1.5458308982007862,1.1402921670521626,0.8839786956240664,3.2381477974232795,2.9143330176809514,0.323814779742328,0.8244797224097575,0.09299077357985815,42.14749380659173,0.41756984385762197,1.3066281411049363,1.8171887585424165
0.8,1.0,-0.0,-0.0,246.87149313451408,0.0,0.9476543640455816,0.8518589476689646,0.8518589476689646,0.7666730529020682,0.08518589476689647,1.7301923842203655,0.14125305502760885,42.15348820584954,0.41777774088973696,1.307501675632208,1.866532471549554
1.4,1.0,0.3999999999999999,0.3999999999999999,245.23407491786762,0.16524052058214642,0.9452875806585626,0.8239807083194948,1.0587401877373481,0.9528661689636133,0.10587401877373481,1.9715135948548426,0.24377502756382974,42.39972238418244,0.4263816721511034,1.343758144859483,2.0139148445744164
0.0,1.0,-0.0,-0.0,243.46480662888956,0.0,0.9426713960985923,0.7946830135037436,0.7946830135037436,0.7152147121533693,0.07946830135037436,0.8484115446085123,0.11787135629087062,41.47799411178036,0.3948117711610414,1.2117499545692314,1.7244330820211435
1.5,1.0,0.5,0.5,241.93822184120992,0.21438534310487806,0.9403649621849516,0.7700791992215308,1.0556938561166527,0.9501244705049874,0.10556938561166528,0.8485375447781329,0.09763797963110304,40.71996993082822,0.37012980044296795,1.1106063909374528,1.5783741710115238
0.0,1.0,-0.0,-0.0,240.22777767980344,0.0,0.9377267124037133,0.7432400247812382,0.7432400247812382,0.6689160223031144,0.07432400247812382,0.8183397349304717,0.08831181973831434,40.05757347437827,0.3494815198232098,1.0274985584095389,1.465291897971063
2.3,1.1,1.1999999999999997,1.1999999999999997,238.97722111807937,0.5312007510118788,1.0293378406349467,0.7240949262495882,1.392894175237709,1.2536047577139382,0.13928941752377091,0.8266743940610599,0.09563262670455039,39.50726779020658,0.3329641450491618,0.9620720529157543,1.3906688246694663
3.4,1.0,2.4,2.4,238.37976602054906,1.0690812690190392,0.9348120983468183,0.7150887019476183,2.046007432928579,1.8414066896357213,0.20460074329285793,0.9255934782753945,0.09226901279604989,39.13782507051706,0.3221932147757266,0.9199394299943908,1.3344016575661672
0.0,0.7,-0.0,-0.0,237.01030884975867,0.0,0.6528264699104703,0.6947829490921772,0.6947829490921772,0.6253046541829594,0.06947829490921772,1.5116489021684472,0.14596303430787413,39.40734132791539,0.3300258492796904,0.9505357968348478,1.4265246804224123
0.0,0.6,-0.0,-0.0,235.75596035502895,0.0,0.5583356569456481,0.6765912504947234,0.6765912504947234,0.608932125445251,0.06765912504947234,1.307539765650259,0.1672385032205991,39.43431944745111,0.3308172968577374,0.9536400462989222,1.4516958463772587
0.0,0.6,-0.0,-0.0,234.52103344758856,0.0,0.5571068113494404,0.6590554672507251,0.6590554672507251,0.5931499205256525,0.06590554672507251,0.6181171392374641,0.08501563784729277,38.76797924353191,0.3116621467664962,0.8791681926277383,1.2758459772415272
0.0,0.7,-0.0,-0.0,233.21202003376348,0.0,0.6484155363756099,0.6408665796962697,0.6408665796962697,0.5767799217266427,0.06408665796962697,0.6020037617483698,0.06748877299189075,38.17915266588604,0.29540645600797155,0.8170905872032003,1.1799858162030625
0.0,0.9,-0.0,-0.0,231.73747633586999,0.0,0.831407198421031,0.6208609372668321,0.6208609372668321,0.558774843540149,0.062086093726683216,0.5859635162193565,0.06571312306300581,37.65261913889423,0.28139161540931995,0.7644447810473766,1.1115495195197023
0.0,1.0,-0.0,-0.0,230.19282962257978,0.0,0.9210982237409971,0.6004431961357711,0.6004431961357711,0.540398876522194,0.06004431961357712,0.5688757200829357,0.06386205953869589,37.17565846252047,0.2691121626587526,0.7190170869797929,1.0519913091772415
0.0,1.2,-0.0,-0.0,228.4870685579548,0.0,1.101691486617526,0.5785236260784224,0.5785236260784224,0.5206712634705802,0.057852362607842246,0.5507078222696176,0.06187387698171719,36.73823703515154,0.258191579591975,0.6791900400001177,0.9992554965738099
3.2,1.1,2.1,2.1,227.92875891105294,1.0353200796648396,1.0087822607715615,0.5714899525014305,1.636169872836591,1.472552885552932,0.16361698728365912,0.5317384847208437,0.05980399822506973,36.332593900280294,0.24835070611122967,0.6437821177287094,0.9519368220650088
0.0,0.9,-0.0,-0.0,226.53190165428387,0.0,0.8230882917372354,0.5541914540091851,0.5541914540091851,0.4987723086082666,0.05541914540091852,0.9385458321865188,0.08132614082716041,36.37900690862688,0.2494628734396916,0.6477603113039953,0.9785493255708473
1.7,0.9,0.7999999999999999,0.7999999999999999,225.5539856552781,0.4028152954409256,0.8214723967731236,0.5423323355367948,0.9395170400958692,0.8455653360862824,0.09395170400958693,1.0450647093188652,0.12739352343053992,36.526848433202055,0.25302922876181827,0.6605576116108678,1.040980363803226
0.2,1.1,-0.0,-0.0,224.00763150146304,0.0,1.0008569249802848,0.5239948774864868,0.5239948774864868,0.4715953897378381,0.05239948774864868,0.6510139145277609,0.07663811230485076,36.26427550735713,0.24672008277704527,0.6379603734572689,0.9613185685391649
6.7,1.0,5.7,5.7,225.48249570699693,2.871852610706359,0.9126151209386781,0.5414734116532199,3.369620800946861,3.032658720852175,0.33696208009468614,0.6813931045631919,0.08028640675455931,36.060988155686005,0.24191325453181836,0.6208752675494952,0.9430749288358728
6.3,0.7,5.6,5.6,227.1236609422578,2.7808751883124647,0.6409339598434876,0.561467819661901,3.380592631349436,3.0425333682144924,0.3380592631349436,1.5958982548382423,0.11976152105920179,36.794097888442934,0.2595682331187992,0.6841801206173198,1.0635098747953209
0.4,0.5,-0.0,-0.0,226.1043831512791,0.0,0.45687996262528685,0.5489817128678968,0.5489817128678968,0.4940835415811071,0.05489817128678968,3.036993675863412,0.30364095065352203,38.88734321057023,0.3150336454304807,0.892174574686708,1.5108491707707108
25.2,0.7,24.5,24.5,237.1925512924614,11.048531636857156,0.6530331516045781,0.6974582295972839,14.148926592740128,12.734033933466115,1.414892659274013,1.9237678121898152,0.27577621686680637,39.60390280264286,0.33582338416632157,0.973328096729341,1.584927697762469
12.5,1.5,11.0,11.0,240.0563015341371,4.813850320518676,1.406188608398356,0.7405911612841234,6.926740840765447,6.234066756688903,0.6926740840765447,5.8674029464922866,0.386812580118352,44.16215426823948,0.49170413397887325,1.6252262272736135,2.503742941370839
4.5,0.8,3.7,3.7,240.18494731376043,1.6169734110045475,0.7501279331976207,0.7425776972704194,2.825604286265872,2.543043857639285,0.2825604286265872,9.88055833560596,1.0959653896667692,51.92578224259296,0.8666997074303842,3.3829375724613744,5.345602669558527
6.9,0.9,6.0,6.0,241.22059473651493,2.5929262428502735,0.8453385194637687,0.7587258661858044,4.1657996233355306,3.7492196610019777,0.4165799623335531,4.613713378411816,0.6878345556695652,52.28985834111302,0.888155708156906,3.4881343104917684,5.06412457431824
10.2,1.0,9.2,9.2,243.4984240877398,3.8766912699323703,0.9427216750330605,0.7952318115525229,6.118540541620152,5.506686487458136,0.6118540541620152,3.072553180997332,0.3603473518764969,50.986121503461675,0.8130362340546711,3.1213451807972215,4.294728766728389
4.9,0.8,4.1000000000000005,4.1000000000000005,243.6766708281959,1.7241813941700443,0.7543903166694859,0.7981467206733426,3.173965326503299,2.8565687938529694,0.3173965326503299,4.520744895969063,0.4436359063323641,51.57248498457884,0.8462353946550928,3.28291347080368,4.572784771791136
7.5,1.2,6.3,6.3,244.3962905308772,2.627758059254517,1.1328676559319732,0.8100018670827499,4.482243807828233,4.03401942704541,0.44822438078282334,4.343288894132263,0.5241897833766247,51.78662501325233,0.8585974863974072,3.343298630295049,4.726085900069081
11.1,1.1,10.0,10.0,246.71887118435603,4.059729032895842,1.0421795672887912,0.849229002065612,6.7894999691697695,6.110549972252793,0.678949996916977,3.3734678116670063,0.380842135509208,50.958196708226886,0.8114787678921793,3.1137881339457016,4.306109037347089
0.0,1.3,-0.0,-0.0,244.63797542094912,0.0,1.2277368531020174,0.8140148736127439,0.8140148736127439,0.7326133862514695,0.0814014873612744,4.945613144030668,0.4834383417821715,51.97854295041967,0.8697858485903901,3.3980486480526984,4.75127283842526
0.0,1.8,-0.0,-0.0,242.12401721227204,0.0,1.693166582468911,0.7730406384932628,0.7730406384932628,0.6957365746439365,0.07730406384932628,3.749644078785985,0.5205762537121099,51.46035253256257,0.8398130763019338,3.251588798051625,4.611978128065669
0.6,1.8,-0.0,-0.0,239.65780999130988,0.0,1.6863028015581691,0.7344646579123699,0.7344646579123699,0.661018192121133,0.073446465791237,0.7164245226484451,0.15097833827302512,48.085375180857454,0.6623286082469899,2.4014976019465943,3.2148045484666095
11.0,1.3,9.7,9.7,241.96849639168036,4.157688860151553,1.2225344877673257,0.7705611329318375,6.312872272780284,5.681585045502256,0.6312872272780284,0.6804952580908407,0.0769405835023145,45.70204422875471,0.5543737715531849,1.904283938817059,2.5355982938725585
0.0,1.4,-0.0,-0.0,239.88135965653757,0.0,1.31205960394586,0.7378965494406556,0.7378965494406556,0.6641068944965901,0.07378965494406557,2.865039322371159,0.19634705803968777,46.10842584075562,0.5718195732730516,1.9833290768064011,2.7514957081191405
0.4,1.5,-0.0,-0.0,237.73768496001207,0.0,1.4006757441588298,0.7055099080024493,0.7055099080024493,0.6349589172022043,0.07055099080024493,3.47891985084663,0.443123928710597,47.0321970415228,0.6129307588266769,2.171684553059143,3.2277392405964167
0.0,1.5,-0.0,-0.0,235.6314993078508,0.0,1.3955315451611208,0.6748071940003701,0.6748071940003701,0.6073264746003332,0.06748071940003701,0.6513109772750896,0.1388313041190852,44.89889270691207,0.521017955014093,1.754755711779465,2.4146049709126434
1.0,1.4,-0.0,-0.0,233.65419600503338,0.0,1.297878341194038,0.6469651593754752,0.6469651593754752,0.5822686434379276,0.06469651593754752,0.6228283173808058,0.0702590440136088,43.24594735749932,0.4569166000215674,1.4740184277144315,2.001194071749608
1.6,1.5,0.10000000000000009,0.10000000000000009,231.66336881385436,0.04762593869749465,1.3854868482346319,0.6198688437940262,0.6722429050965316,0.6050186145868784,0.06722429050965316,0.596326125242773,0.06723170368211502,41.911338455006096,0.4094381812033896,1.2725561386950326,1.7492260235805372
3.1,1.6,1.5,1.5,230.28003641240582,0.7237433116056686,1.4740019142263447,0.6015814247495882,1.3778381131439197,1.2400543018295278,0.13778381131439196,0.5922558457975772,0.06557973581088908,40.82159998090525,0.37337313142603734,1.123788061176344,1.5627409284132705
0.0,1.2,-0.0,-0.0,228.57295355198647,0.0,1.1018757040120175,0.5796117372219992,0.5796117372219992,0.5216505634997993,0.05796117372219992,0.8837983050122848,0.08241391959842391,40.20823709331515,0.35410380651806644,1.0459785301361952,1.4824962562526856
0.0,1.1,-0.0,-0.0,226.98328908608678,0.0,1.0069014897207784,0.5597349108382677,0.5597349108382677,0.5037614197544409,0.055973491083826765,0.9246761651430301,0.11194085312713345,39.73283092180392,0.33966536499773153,0.9884993061688031,1.440105524293668
0.0,1.1,-0.0,-0.0,225.41665268552774,0.0,1.0037428187704032,0.5406832964416115,0.5406832964416115,0.48661496679745037,0.05406832964416115,0.5137972568975185,0.06693934259657133,38.9184635075349,0.3159169181944948,0.895589297022237,1.2784455578133032
0.0,1.3,-0.0,-0.0,223.68972787599384,0.0,1.1820544458471285,0.5202872418965104,0.5202872418965104,0.4682585177068594,0.05202872418965104,0.49623415326647563,0.05578974142988713,38.20319144558464,0.2960579582855892,0.8195579596462763,1.1714056593617526
2.4,1.3,1.0999999999999999,1.0999999999999999,222.5502476849011,0.568319948143627,1.1792502479521259,0.5071697945939994,1.0388498464503724,0.9349648618053351,0.10388498464503725,0.4785565138670259,0.05384533689417717,37.5661320415198,0.27913588073366424,0.7560498071271813,1.0890310247550228
2.1,0.9,1.2000000000000002,1.2000000000000002,221.84665927046896,0.6236470112199242,0.8151939029022884,0.49920328727719837,1.0755562760572743,0.9680006484515469,0.10755562760572744,0.6731418852736202,0.06365168921172668,37.20408823893258,0.26983315600944746,0.7216657933398464,1.0551506385610205
0.8,0.9,-0.0,-0.0,220.53226208028948,0.0,0.8129099501270972,0.48458908939290807,0.48458908939290807,0.4361301804536173,0.04845890893929081,0.9494675213553514,0.09857464248488046,37.16205681093864,0.2687677051027098,0.7177524881396599,1.08509483572725
8.4,1.0,7.4,7.4,223.03225376193615,3.8077332132232904,0.9080311221402619,0.5126858552286038,4.104952642005314,3.6944573778047824,0.4104952642005314,0.7345103306731974,0.09415101929348632,36.91004694836946,0.26244244460539745,0.6946271608424266,1.0512206247413105
16.1,0.8,15.3,15.3,229.66588870660564,7.424358474581141,0.7361365912363543,0.5936021305651117,8.46924365598397,7.622319290385573,0.846924365598397,1.8665308108911853,0.13489561223139473,37.819508153812826,0.2857811309905887,0.7808439894680991,1.2015207326900825
2.9,0.7,2.2,2.2,229.4957218720472,1.0692323216814847,0.6439090459122395,0.591406292476065,1.7221739707945805,1.5499565737151224,0.17221739707945805,5.41878271891685,0.46359172415312133,42.17166575227099,0.4184086243910903,1.3101532371801274,2.192153585724339
0.0,0.9,-0.0,-0.0,228.07643252054112,0.0,0.8256062346928289,0.5733436767092347,0.5733436767092347,0.5160093090383112,0.057334367670923474,4.95656139313322,0.6473532623885688,45.39966528383299,0.5416419104522314,1.8469534835544748,3.035948656395275
0.4,0.9,-0.0,-0.0,226.67748260913905,0.0,0.8233274111581895,0.555974502774685,0.555974502774685,0.5003770524972165,0.0555974502774685,1.0960553140640907,0.22657713704525356,44.10712520389037,0.48956303262547335,1.6158386450732896,2.3319788147440166
