prcp,pet,soilwater,ct_prev,raineff1,dummy,tmp_soilwater,raineff2,evap,new_soilwater,raineff,slowwater,fastwater1,fastwater2,fastwater3,fast_q0,slow_q0,new_slowwater,slow_q1,new_fastwater1,fast_q1,new_fastwater2,fast_q2,new_fastwater3,fast_q3,flow
0.10954838331913544,4.982696391794236,0.0,0.0,0.0,0.0012761644758461246,0.10951656754747902,3.18157716564238e-5,0.009249597714669556,0.10026696983280946,3.18157716564238e-5,0.0,0.0,0.0,0.0,1.7936777586742045e-5,1.3878994069681754e-5,9.034572826641547e-6,4.844421243040208e-6,6.921802470723757e-7,1.7244597339669667e-5,6.654690113378527e-7,9.828490877072922e-7,3.792814629462442e-8,9.449209414126677e-7,5.789342184452875e-6
0.03502562171574218,5.613827288024375,0.0624563344537317,0.06246667834739658,0.0,0.0011357192706957647,0.09746710241187738,1.4853757596508532e-5,0.009274610888347704,0.08819249152352968,1.4853757596508532e-5,5.451685207922261e-6,3.0560234649903224e-7,2.993303875967103e-7,1.737871962048076e-8,8.374102920183614e-6,6.479654676324917e-6,7.766741491670354e-6,4.164598392576825e-6,3.3494982624128345e-7,8.344755440441363e-6,3.335752721039894e-7,4.926662944229406e-7,1.9682637091935638e-8,4.903623769514858e-7,4.654960769528311e-6
0.0019403867972669442,5.602994063795532,0.07263374979656625,0.07264774054041379,0.0,0.0008689011699144676,0.07457337917995858,7.574138746191394e-7,0.0070824347313486,0.06749094444860998,7.574138746191394e-7,-4.734372416361625e-5,-1.6589453672090573e-6,-1.8654154368427646e-6,-1.2099937188563447e-7,4.2700722009403224e-7,3.304066545251072e-7,-3.0603460072495405e-5,-1.6409857436595736e-5,-4.754049309716883e-8,-1.184397654017856e-6,-1.176922871763114e-7,-1.7382290551572473e-7,-1.1377191684918456e-8,-2.8344508571644077e-7,0.0
0.5081659331916811,5.777585446922278,0.2865492870785772,0.2867673857995278,0.0,0.009260434810869854,0.7932555824581524,0.0014596378121058962,0.07768516811190172,0.7155704143462507,0.0014596378121058962,8.847181379373849e-5,6.9384766700647955e-6,6.5867495904177936e-6,3.708997625018509e-7,0.0008229000093309411,0.0006367378027749551,0.00047207737553424075,0.0002531322410344528,3.202346717477883e-5,0.000797815018826227,3.104186424319833e-5,4.584656450166649e-5,1.7835319459542566e-6,4.443393231821408e-5,0.0002975661733526669
0.17520296500808874,4.858279276159632,0.5569789545795671,0.5578046267391948,0.0,0.008539042026647636,0.7315812549242023,0.0006006646634535429,0.0602453651830518,0.6713358897411505,0.0006006646634535429,0.0003606753865319395,1.895259650779868e-5,1.8835572776009075e-5,1.1078737447331187e-6,0.00033863671731520383,0.000262027946138339,0.0004053506025117158,0.00021735273015856274,1.3799371620429673e-5,0.00034378994220257285,1.399371862302348e-5,2.066769954414682e-5,8.403193732178771e-7,2.093525391566206e-5,0.0002382879840742248
0.1051111037332626,4.89367900370032,0.6348630801008583,0.6359364339832352,0.0,0.008632701952269204,0.7395897150020952,0.00038446883202569726,0.06134863971482502,0.6782410752872702,0.00038446883202569726,0.00037894213632615653,1.4250580948717095e-5,1.4370995133291191e-5,8.577512498450339e-7,0.00021675199343112734,0.00016771683859456992,0.0003558492997015716,0.0001908096752191548,8.914389345318201e-6,0.00022208818503452625,9.124959762676078e-6,1.3476898586279514e-5,5.531741371760465e-7,1.3781475698948501e-5,0.0002045911509181033
0.010798220781611387,5.0880019585868235,0.6326168939747675,0.6336826482099266,0.0,0.007507765659794786,0.6433784581782583,3.665657812057521e-5,0.05548714520576234,0.587891312972496,3.665657812057521e-5,0.00031378338142402484,7.988408500171258e-6,8.171263796229684e-6,4.947899936430446e-7,2.0665879047036686e-5,1.5990699073538526e-5,0.00021466742702213037,0.00011510665347543299,1.105768956446755e-6,2.754851859076119e-5,1.3784264023139785e-6,2.0358350410070804e-6,9.765682008714836e-8,2.4329682145629766e-6,0.00011753962168999597
0.00945273787466943,5.1745944729451665,0.5868839341392671,0.5878008542930225,0.0,0.006957599868685245,0.5963069249100804,2.9747103856059276e-5,0.05230277947892635,0.544004145431154,2.9747103856059276e-5,0.00022320498694066934,8.893490931648229e-7,1.5081205783191568e-6,1.227961919579051e-7,1.6770524740930538e-5,1.2976579115128738e-5,0.00015374309896871993,8.243846708707816e-5,6.814945312577403e-7,1.6978379302837622e-5,7.133940304138404e-7,1.0536308378334077e-6,4.539831907964677e-8,1.1310287107116659e-6,8.356949579778983e-5
0.0,4.991022837733088,0.5428970152578934,0.5436813822521711,0.0,0.006333519904058171,0.5428970152578918,1.5543122344752192e-15,0.0459288537419141,0.4969681615159777,1.5543122344752192e-15,0.00014242627063147393,-1.3810381181325192e-5,-1.0873451001873697e-5,-4.904505610252345e-7,8.762746084300943e-16,6.780376260451248e-16,9.271280814681122e-5,4.9713462485340745e-5,-5.329426097535239e-7,-1.3277438570695394e-5,-9.319828286054416e-7,-1.3764705151517199e-6,-7.204448432966869e-8,-1.7948765918472859e-6,4.791858589349346e-5
0.010610574131831498,4.791102157273504,0.5041552456837955,0.5048314647097579,0.0,0.006004550677950855,0.51473707959229,2.8740223337098136e-5,0.041802232937885826,0.47293484665440416,2.8740223337098136e-5,9.831775458406356e-5,-1.2938859118517143e-5,-1.044994428528512e-5,-4.883773185117494e-7,1.6202875710755817e-5,1.253734762634232e-5,7.216146134917034e-5,3.8693640861235536e-5,1.2595840029449048e-7,3.1380581919441835e-6,-2.8216568434202683e-7,-4.1673809104999593e-7,-3.492840365498777e-8,-8.701870059067576e-7,3.782345385532878e-5
