,date,min_temp,mean_temp,max_temp,precipitation,liquid_outflow,qsim,snowwater,thermal
0,1995-08-01,16.02,20.6,26.37,0.37,0.4045780846455927,0.37,0.0,0.0
1,1995-08-02,16.48,21.19,28.77,0.03,0.0328036284847777,0.03,0.0,0.0
2,1995-08-03,15.52,21.17,28.76,0.01,0.0109345428282592,0.01,0.0,0.0
3,1995-08-04,15.73,21.23,28.36,0.01,0.0109345428282592,0.01,0.0,0.0
4,1995-08-05,15.09,19.82000000000005,27.85,0.23,0.2514944850499631,0.23,0.0,0.0
5,1995-08-06,15.32000000000005,19.43,25.37,17.46,19.091711778140677,17.46,0.0,0.0
6,1995-08-07,13.68,16.75,19.73,13.35,14.597614675726115,13.35,0.0,0.0
7,1995-08-08,11.13,13.01,14.51,16.07,17.571810325012635,16.07,0.0,0.0
8,1995-08-09,12.18,14.94,17.61,0.03,0.0328036284847777,0.03,0.0,0.0
9,1995-08-10,12.42,18.61,23.92,0.2,0.2186908565651852,0.2,0.0,0.0
10,1995-08-11,15.21,17.97,22.82000000000005,4.48,4.89867518706015,4.48,0.0,0.0
11,1995-08-12,15.31,18.3,21.7,0.47,0.5139235129281854,0.47,0.0,0.0
12,1995-08-13,12.79,16.93,20.82000000000005,0.02,0.0218690856565185,0.02,0.0,0.0
13,1995-08-14,12.17,16.25,21.0,0.03,0.0328036284847777,0.03,0.0,0.0
14,1995-08-15,12.44,16.81,22.34,0.02,0.0218690856565185,0.02,0.0,0.0
15,1995-08-16,12.52,17.57000000000005,24.15,0.0,0.0,0.0,0.0,0.0
16,1995-08-17,9.650000000000034,16.34,22.6,0.0,0.0,0.0,0.0,0.0
17,1995-08-18,11.03,16.59,22.79,0.0,0.0,0.0,0.0,0.0
18,1995-08-19,12.68,17.45,25.08,0.08,0.0874763426260741,0.08,0.0,0.0
19,1995-08-20,11.93,15.8,20.68,3.15,3.444380990901668,3.15,0.0,0.0
20,1995-08-21,12.42,17.89,24.76,0.03,0.0328036284847777,0.03,0.0,0.0
21,1995-08-22,12.69,16.25,22.16,5.3,5.7953076989774095,5.3,0.0,0.0
22,1995-08-23,14.05,17.66,22.94,19.63,21.46450757187293,19.63,0.0,0.0
23,1995-08-24,12.67,14.66,16.66,10.6,11.59061539795482,10.6,0.0,0.0
24,1995-08-25,13.01,16.18,19.91,8.3,9.075670547455193,8.3,0.0,0.0
25,1995-08-26,9.910000000000023,14.18,18.31,0.15,0.1640181424238889,0.15,0.0,0.0
26,1995-08-27,8.710000000000036,14.18,19.09,13.23,14.466400161787009,13.23,0.0,0.0
27,1995-08-28,8.270000000000039,9.490000000000007,11.39,8.3,9.075670547455193,8.3,0.0,0.0
28,1995-08-29,8.19,10.36,13.07000000000005,1.24,1.3558833107041486,1.24,0.0,0.0
29,1995-08-30,5.080000000000041,9.13,13.08,0.0,0.0,0.0,0.0,0.0
30,1995-08-31,4.770000000000039,9.210000000000036,15.07000000000005,0.0,0.0,0.0,0.0,0.0
31,1995-09-01,4.88,9.57000000000005,15.54,0.0,0.0,0.0,0.0,0.0
32,1995-09-02,5.430000000000007,10.8,15.42,0.0,0.0,0.0,0.0,0.0
33,1995-09-03,7.710000000000036,9.850000000000025,13.31,20.42,22.32833645530542,20.42,0.0,0.0
34,1995-09-04,4.62,8.13,11.44,0.01,0.0109345428282592,0.01,0.0,0.0
35,1995-09-05,5.9500000000000455,10.14,16.21,0.0,0.0,0.0,0.0,0.0
36,1995-09-06,7.760000000000048,14.18,18.18,0.02,0.0218690856565185,0.02,0.0,0.0
37,1995-09-07,10.02,11.54,15.63,37.72,41.24509554819394,37.72,0.0,0.0
38,1995-09-08,9.5,11.13,11.97,16.51,18.052930209456047,16.51,0.0,0.0
39,1995-09-09,8.31,10.68,14.37,0.01,0.0109345428282592,0.01,0.0,0.0
40,1995-09-10,8.590000000000032,14.8,21.2,4.78,5.226711471907929,4.78,0.0,0.0
41,1995-09-11,11.39,14.14,18.85,3.69,4.034846303627668,3.69,0.0,0.0
42,1995-09-12,10.9,11.95,12.78,51.94,56.79401544997861,51.94,0.0,0.0
43,1995-09-13,8.550000000000011,9.730000000000018,10.93,20.53,22.44861642641627,20.53,0.0,0.0
44,1995-09-14,8.5,10.57000000000005,13.59,5.13,5.6094204708970015,5.13,0.0,0.0
45,1995-09-15,8.740000000000009,11.0,15.14,2.69,2.941392020801742,2.69,0.0,0.0
46,1995-09-16,7.730000000000018,9.590000000000032,11.79,0.78,0.8528943406042226,0.78,0.0,0.0
47,1995-09-17,7.12,12.65,18.13,0.77,0.8419597977759634,0.77,0.0,0.0
48,1995-09-18,11.23,13.25,16.13,0.51,0.5576616842412224,0.51,0.0,0.0
49,1995-09-19,9.430000000000009,10.89,13.7,8.95,9.78641583129204,8.95,0.0,0.0
50,1995-09-20,8.580000000000041,9.640000000000043,10.67,8.39,9.174081432909524,8.39,0.0,0.0
51,1995-09-21,6.57000000000005,9.590000000000032,13.01,0.02,0.0218690856565185,0.02,0.0,0.0
52,1995-09-22,5.63,9.69,15.16,0.0,0.0,0.0,0.0,0.0
53,1995-09-23,4.830000000000041,10.1,17.86,0.02,0.0218690856565185,0.02,0.0,0.0
54,1995-09-24,4.0,9.54000000000002,15.02,18.0,19.682177090866677,18.0,0.0,0.0
55,1995-09-25,4.330000000000041,6.680000000000007,9.78000000000003,1.34,1.4652287389867416,1.34,0.0,0.0
56,1995-09-26,2.640000000000043,7.38,13.92,0.0,0.0,0.0,0.0,0.0
57,1995-09-27,3.590000000000032,9.950000000000044,14.37,23.6,25.805521074691868,23.6,0.0,0.0
58,1995-09-28,2.4600000000000364,6.63,12.03,0.0,0.0,0.0,0.0,0.0
59,1995-09-29,0.2300000000000182,4.900000000000034,12.56,0.0,0.0,0.0,0.0,0.0
60,1995-09-30,-0.5099999999999909,6.610000000000014,12.23,0.0,0.0,0.0,0.0,0.0
61,1995-10-01,7.150000000000034,11.52,16.84,0.88,0.9622397688868152,0.88,0.0,0.0
62,1995-10-02,6.340000000000032,13.01,18.66,4.4,4.8111988444340765,4.4,0.0,0.0
63,1995-10-03,12.24,15.05,18.6,1.35,1.4761632818150006,1.35,0.0,0.0
64,1995-10-04,12.06,14.97,18.9,9.23,10.0925830304833,9.23,0.0,0.0
65,1995-10-05,10.8,12.0,13.12,32.72,35.77782413406431,32.72,0.0,0.0
66,1995-10-06,8.53000000000003,12.4,17.5,0.01,0.0109345428282592,0.01,0.0,0.0
67,1995-10-07,7.990000000000009,12.38,19.57000000000005,0.01,0.0109345428282592,0.01,0.0,0.0
68,1995-10-08,7.960000000000036,13.31,22.41,0.01,0.0109345428282592,0.01,0.0,0.0
69,1995-10-09,8.180000000000007,13.33,22.12,0.01,0.0109345428282592,0.01,0.0,0.0
70,1995-10-10,8.720000000000027,13.3,21.27,0.01,0.0109345428282592,0.01,0.0,0.0
71,1995-10-11,8.450000000000045,13.37,21.39,0.0,0.0,0.0,0.0,0.0
72,1995-10-12,9.04000000000002,13.27,20.67,0.0,0.0,0.0,0.0,0.0
73,1995-10-13,8.87,12.8,19.73,0.0,0.0,0.0,0.0,0.0
74,1995-10-14,9.760000000000048,13.67,19.66,0.01,0.0109345428282592,0.01,0.0,0.0
75,1995-10-15,10.0,13.28,17.91,0.01,0.0109345428282592,0.01,0.0,0.0
76,1995-10-16,7.160000000000025,12.13,18.23,0.0,0.0,0.0,0.0,0.0
77,1995-10-17,5.990000000000009,11.37,20.62,0.0,0.0,0.0,0.0,0.0
78,1995-10-18,5.800000000000011,11.84,17.34,0.0,0.0,0.0,0.0,0.0
79,1995-10-19,7.860000000000014,12.25,18.98,0.0,0.0,0.0,0.0,0.0
80,1995-10-20,6.710000000000036,9.970000000000027,15.1,0.0,0.0,0.0,0.0,0.0
81,1995-10-21,3.180000000000007,7.900000000000034,13.88,0.0,0.0,0.0,0.0,0.0
82,1995-10-22,3.0,7.62,14.19,0.0,0.0,0.0,0.0,0.0
83,1995-10-23,2.7900000000000205,7.82000000000005,16.12,0.0,0.0,0.0,0.0,0.0
84,1995-10-24,2.63,9.12,13.24,0.0,0.0,0.0,0.0,0.0
85,1995-10-25,5.580000000000041,9.180000000000009,12.19,1.42,1.5527050816128152,1.42,0.0,0.0
86,1995-10-26,5.340000000000032,11.02,14.59,0.0,0.0,0.0,0.0,0.0
87,1995-10-27,9.220000000000027,12.32000000000005,16.31,1.53,1.6729850527236674,1.53,0.0,0.0
88,1995-10-28,8.81,12.6,18.47,0.57,0.6232689412107779,0.57,0.0,0.0
89,1995-10-29,7.890000000000043,10.74,13.66,11.82,12.924629623002447,11.82,0.0,0.0
90,1995-10-30,5.660000000000025,9.33000000000004,12.51,0.14,0.1530835995956297,0.14,0.0,0.0
91,1995-10-31,4.510000000000048,9.44,15.45,0.0,0.0,0.0,0.0,0.0
92,1995-11-01,4.080000000000041,8.020000000000039,13.99,4.31,4.712787958979742,4.31,0.0,0.0
93,1995-11-02,0.1700000000000159,3.230000000000018,6.460000000000036,1.0,0.8896827384029873,1.0,0.0,0.0
94,1995-11-03,-0.839999999999975,3.3600000000000136,5.830000000000041,4.14,3.1267878301506684,3.672649516221569,0.46735048377843075,0.0
